step,train/lm_loss
0,11.05551815032959
1,11.057929039001465
2,11.05843734741211
3,11.053778648376465
4,11.046655654907227
5,11.021533966064453
6,10.9798583984375
7,10.950872421264648
8,10.913082122802734
9,10.853824615478516
10,10.816492080688477
11,10.781503677368164
12,10.71947193145752
13,10.654211044311523
14,10.601680755615234
15,10.54588508605957
16,10.487616539001465
17,10.432126998901367
18,10.371831893920898
19,10.307075500488281
20,10.271509170532227
21,10.218883514404297
22,10.177141189575195
23,10.131926536560059
24,10.088113784790039
25,10.054664611816406
26,10.028902053833008
27,9.998991012573242
28,9.955743789672852
29,9.93576431274414
30,9.898094177246094
31,9.889923095703125
32,9.8621244430542
33,9.82171630859375
34,9.79343032836914
35,9.75571060180664
36,9.768014907836914
37,9.732695579528809
38,9.692304611206055
39,9.675993919372559
40,9.652871131896973
41,9.649118423461914
42,9.623302459716797
43,9.610284805297852
44,9.583558082580566
45,9.559788703918457
46,9.52558708190918
47,9.505365371704102
48,9.468477249145508
49,9.455652236938477
50,9.428689956665039
51,9.403993606567383
52,9.380830764770508
53,9.348793983459473
54,9.311067581176758
55,9.306425094604492
56,9.273486137390137
57,9.221526145935059
58,9.207545280456543
59,9.203325271606445
60,9.151259422302246
61,9.126214027404785
62,9.112993240356445
63,9.076245307922363
64,9.041210174560547
65,9.017337799072266
66,8.98959732055664
67,8.958642959594727
68,8.920655250549316
69,8.875737190246582
70,8.864104270935059
71,8.826143264770508
72,8.790422439575195
73,8.78246021270752
74,8.752416610717773
75,8.716155052185059
76,8.674152374267578
77,8.650787353515625
78,8.617347717285156
79,8.586210250854492
80,8.561227798461914
81,8.53377914428711
82,8.48768424987793
83,8.435047149658203
84,8.42154312133789
85,8.397549629211426
86,8.363447189331055
87,8.324024200439453
88,8.325450897216797
89,8.270246505737305
90,8.24625015258789
91,8.210104942321777
92,8.198421478271484
93,8.16176986694336
94,8.12154483795166
95,8.096736907958984
96,8.070171356201172
97,8.033417701721191
98,8.0106201171875
99,7.991908073425293
100,7.97890567779541
101,7.90792989730835
102,7.886270999908447
103,7.872790813446045
104,7.885411262512207
105,7.8666791915893555
106,7.79637336730957
107,7.785595893859863
108,7.733120918273926
109,7.723201274871826
110,7.706241607666016
111,7.7133612632751465
112,7.638648509979248
113,7.611148834228516
114,7.611675262451172
115,7.623610496520996
116,7.598101615905762
117,7.549722194671631
118,7.503900051116943
119,7.518268585205078
120,7.481285572052002
121,7.467103958129883
122,7.463109970092773
123,7.44844913482666
124,7.400738716125488
125,7.366828918457031
126,7.335865020751953
127,7.378979206085205
128,7.307094573974609
129,7.326492786407471
130,7.291267395019531
131,7.300258636474609
132,7.248041152954102
133,7.236907958984375
134,7.2221360206604
135,7.219883918762207
136,7.195623874664307
137,7.173255920410156
138,7.163227558135986
139,7.160091400146484
140,7.130236625671387
141,7.104958534240723
142,7.114551544189453
143,7.082339286804199
144,7.037744045257568
145,7.028033256530762
146,7.006200313568115
147,7.0185546875
148,7.027744293212891
149,6.965396881103516
150,6.938962936401367
151,6.952638626098633
152,7.005588054656982
153,6.945954322814941
154,6.913890838623047
155,6.915019512176514
156,6.889642715454102
157,6.90434455871582
158,6.8666911125183105
159,6.858752250671387
160,6.863853454589844
161,6.814489364624023
162,6.804332733154297
163,6.789445877075195
164,6.817925453186035
165,6.7894086837768555
166,6.767367362976074
167,6.726541042327881
168,6.74107551574707
169,6.688117504119873
170,6.711353302001953
171,6.7066240310668945
172,6.698030471801758
173,6.675353050231934
174,6.654151439666748
175,6.674709320068359
176,6.645506381988525
177,6.676473617553711
178,6.644852638244629
179,6.636454105377197
180,6.58836030960083
181,6.5933122634887695
182,6.6194586753845215
183,6.581490516662598
184,6.54115104675293
185,6.558956623077393
186,6.528784275054932
187,6.5217814445495605
188,6.542688369750977
189,6.499105930328369
190,6.5702104568481445
191,6.506320476531982
192,6.471899032592773
193,6.455632209777832
194,6.457320213317871
195,6.418542385101318
196,6.449917793273926
197,6.425922870635986
198,6.464622974395752
199,6.463953495025635
200,6.415315628051758
201,6.408870220184326
202,6.394245624542236
203,6.381229400634766
204,6.386905670166016
205,6.372222423553467
206,6.326292991638184
207,6.303481101989746
208,6.356195449829102
209,6.29829216003418
210,6.274347305297852
211,6.295803546905518
212,6.293695449829102
213,6.267684459686279
214,6.2509284019470215
215,6.252381801605225
216,6.285095691680908
217,6.208200454711914
218,6.218633651733398
219,6.250986099243164
220,6.18181037902832
221,6.1962571144104
222,6.116941928863525
223,6.190890312194824
224,6.187168121337891
225,6.169720649719238
226,6.172024250030518
227,6.120243072509766
228,6.155529022216797
229,6.1015143394470215
230,6.126775741577148
231,6.102299213409424
232,6.120111465454102
233,6.113687515258789
234,6.073526382446289
235,6.095123291015625
236,6.066717147827148
237,6.0865631103515625
238,6.076467990875244
239,6.023774147033691
240,6.057243824005127
241,6.04734992980957
242,6.0744709968566895
