step,train/lm_loss
0,3.1897132396698
1,3.1900267601013184
2,3.189462184906006
3,3.1958279609680176
4,3.1991167068481445
5,3.201014757156372
6,3.161764621734619
7,3.1878695487976074
8,3.2260208129882812
9,3.1603360176086426
10,3.155240774154663
11,3.190206527709961
12,3.2081570625305176
13,3.2369589805603027
14,3.1759095191955566
15,3.190272808074951
16,3.1918296813964844
17,3.200636863708496
18,3.205357551574707
19,3.1510486602783203
20,3.213913679122925
21,3.177807331085205
22,3.160855770111084
23,3.1749324798583984
24,3.118563652038574
25,3.1873254776000977
26,3.132695198059082
27,3.1691462993621826
28,3.1653521060943604
29,3.1749777793884277
30,3.1866469383239746
31,3.2055931091308594
32,3.202970027923584
33,3.1980204582214355
34,3.168336868286133
35,3.2203590869903564
36,3.1835148334503174
37,3.176187753677368
38,3.2025976181030273
39,3.146888256072998
40,3.200531005859375
41,3.2055187225341797
42,3.16519832611084
43,3.18452787399292
44,3.1845364570617676
45,3.172668218612671
46,3.222407817840576
47,3.2180252075195312
48,3.1590137481689453
49,3.1590399742126465
50,3.1539647579193115
51,3.137622594833374
52,3.171116828918457
53,3.1262476444244385
54,3.1605770587921143
55,3.213444232940674
56,3.1442859172821045
57,3.193622589111328
58,3.1515250205993652
59,3.1999335289001465
60,3.202538251876831
61,3.177278995513916
62,3.1856887340545654
63,3.216629981994629
64,3.1468570232391357
65,3.178314685821533
66,3.175814390182495
67,3.1815671920776367
68,3.2474637031555176
69,3.1721324920654297
70,3.173185110092163
71,3.1821258068084717
72,3.1618263721466064
73,3.1807000637054443
74,3.196624755859375
75,3.1671667098999023
76,3.2126524448394775
77,3.1995444297790527
78,3.1967015266418457
79,3.1376423835754395
80,3.2211062908172607
81,3.1372268199920654
82,3.2016427516937256
83,3.1790122985839844
84,3.150026798248291
85,3.1817357540130615
86,3.21899676322937
87,3.1922225952148438
88,3.146674871444702
89,3.1874618530273438
90,3.1764965057373047
91,3.1642675399780273
92,3.2201802730560303
93,3.2062571048736572
94,3.174701452255249
95,3.1496565341949463
96,3.157863140106201
97,3.1617894172668457
98,3.1601381301879883
99,3.1574769020080566
100,3.1869192123413086
101,3.187046766281128
102,3.193341016769409
103,3.162702798843384
104,3.1864209175109863
105,3.1532716751098633
106,3.1771531105041504
107,3.175976514816284
108,3.150470495223999
109,3.1840853691101074
110,3.1016769409179688
111,3.1724259853363037
112,3.1643290519714355
