step,train/lm_loss
0,11.046911239624023
1,11.046747207641602
2,11.045528411865234
3,11.044151306152344
4,11.042951583862305
5,11.035399436950684
6,11.018765449523926
7,11.009973526000977
8,10.989160537719727
9,10.969198226928711
10,10.954474449157715
11,10.936882972717285
12,10.913147926330566
13,10.884102821350098
14,10.859851837158203
15,10.835662841796875
16,10.804274559020996
17,10.777127265930176
18,10.749670028686523
19,10.706581115722656
20,10.68353271484375
21,10.648550033569336
22,10.619583129882812
23,10.581737518310547
24,10.5693359375
25,10.53022289276123
26,10.512618064880371
27,10.48373031616211
28,10.456636428833008
29,10.42161750793457
30,10.407161712646484
31,10.380166053771973
32,10.357934951782227
33,10.32860279083252
34,10.299726486206055
35,10.279804229736328
36,10.264369010925293
37,10.25118350982666
38,10.218545913696289
39,10.191591262817383
40,10.179496765136719
41,10.161956787109375
42,10.137931823730469
43,10.120992660522461
44,10.102165222167969
45,10.065474510192871
46,10.071816444396973
47,10.043745040893555
48,10.03329849243164
49,10.036334991455078
50,9.99860954284668
51,9.990102767944336
52,9.97492790222168
53,9.965777397155762
54,9.942782402038574
55,9.934669494628906
56,9.911170959472656
57,9.9000244140625
58,9.88907241821289
59,9.872596740722656
60,9.852116584777832
61,9.823087692260742
62,9.813345909118652
63,9.809937477111816
64,9.787885665893555
65,9.769425392150879
66,9.748523712158203
67,9.715871810913086
68,9.71159553527832
69,9.689699172973633
70,9.667349815368652
71,9.642107963562012
72,9.631567001342773
73,9.61620807647705
74,9.59691047668457
75,9.573954582214355
76,9.560419082641602
77,9.534327507019043
78,9.512351036071777
79,9.491194725036621
80,9.491737365722656
81,9.474908828735352
82,9.45395278930664
83,9.433296203613281
84,9.413639068603516
85,9.380606651306152
86,9.362327575683594
87,9.351739883422852
88,9.335765838623047
89,9.298491477966309
90,9.274078369140625
91,9.254376411437988
92,9.252925872802734
93,9.218414306640625
94,9.216568946838379
95,9.19075870513916
96,9.164697647094727
97,9.145601272583008
98,9.115504264831543
99,9.098108291625977
100,9.085521697998047
101,9.05789852142334
102,9.049097061157227
103,9.023787498474121
104,8.997552871704102
105,8.979249954223633
106,8.959569931030273
107,8.923726081848145
108,8.927006721496582
109,8.894081115722656
110,8.873273849487305
111,8.849760055541992
112,8.809649467468262
113,8.811552047729492
114,8.780952453613281
115,8.744560241699219
116,8.748669624328613
117,8.731734275817871
118,8.69893741607666
119,8.66805648803711
120,8.638779640197754
121,8.643534660339355
122,8.611601829528809
123,8.591950416564941
