step,train/lm_loss
0,2.195021867752075
1,2.179924964904785
2,2.177818536758423
3,2.201106071472168
4,2.1818394660949707
5,2.1779139041900635
6,2.1595406532287598
7,2.208390474319458
8,2.190315008163452
9,2.1943247318267822
10,2.212027072906494
11,2.23708438873291
12,2.2133431434631348
13,2.1909570693969727
14,2.190713405609131
15,2.219435691833496
16,2.2108945846557617
17,2.2345194816589355
18,2.175968885421753
19,2.1498403549194336
20,2.218787908554077
21,2.1581220626831055
22,2.196408271789551
23,2.1811203956604004
24,2.1665701866149902
25,2.182650566101074
26,2.2310287952423096
27,2.2082338333129883
28,2.185441017150879
29,2.168752670288086
30,2.192617893218994
31,2.152413845062256
32,2.1633567810058594
33,2.190791606903076
34,2.2106082439422607
35,2.1964354515075684
36,2.1899585723876953
37,2.1308140754699707
38,2.2102487087249756
39,2.196962594985962
40,2.2162203788757324
41,2.196336507797241
42,2.137723445892334
43,2.203972816467285
44,2.1790690422058105
45,2.216913938522339
46,2.1693308353424072
47,2.1750497817993164
48,2.175560235977173
49,2.2101833820343018
50,2.226327896118164
51,2.17818546295166
52,2.170584201812744
53,2.2229807376861572
54,2.1931748390197754
55,2.1467251777648926
56,2.2282636165618896
57,2.1832313537597656
58,2.1826603412628174
59,2.2028350830078125
60,2.2094149589538574
61,2.158505916595459
62,2.192466974258423
63,2.2013707160949707
64,2.1872878074645996
65,2.1667470932006836
66,2.180697441101074
67,2.1842498779296875
68,2.166788339614868
69,2.169980764389038
70,2.2092432975769043
71,2.1711087226867676
72,2.193311929702759
73,2.1936163902282715
74,2.1998233795166016
75,2.161289930343628
76,2.213853359222412
77,2.1994378566741943
78,2.190981388092041
79,2.1737687587738037
80,2.189925193786621
81,2.200993299484253
82,2.1809749603271484
83,2.1538541316986084
84,2.215169906616211
85,2.208570718765259
86,2.171664237976074
87,2.15500545501709
88,2.2107367515563965
89,2.1604180335998535
90,2.184893846511841
91,2.1375882625579834
92,2.1561338901519775
93,2.1599178314208984
94,2.197282552719116
95,2.1970696449279785
96,2.190951347351074
97,2.1940181255340576
98,2.1966452598571777
99,2.2097628116607666
100,2.155670404434204
101,2.1301724910736084
102,2.178126096725464
103,2.1705851554870605
104,2.1860973834991455
105,2.1967246532440186
106,2.193091630935669
107,2.14788818359375
108,2.194279670715332
109,2.1895742416381836
110,2.201310396194458
111,2.2198967933654785
112,2.196808099746704
113,2.2059407234191895
114,2.225130558013916
115,2.1678905487060547
116,2.2092137336730957
117,2.1869571208953857
118,2.19229793548584
119,2.184312582015991
120,2.2199971675872803
121,2.1917312145233154
122,2.1750566959381104
123,2.1910877227783203
124,2.2264652252197266
125,2.1537270545959473
126,2.200106382369995
127,2.2141783237457275
128,2.150388479232788
129,2.2219886779785156
130,2.1894922256469727
131,2.1945552825927734
132,2.1730964183807373
133,2.1821208000183105
134,2.1857223510742188
135,2.1704230308532715
136,2.206512689590454
137,2.210920810699463
138,2.2109076976776123
139,2.197439432144165
140,2.17022705078125
141,2.172088384628296
142,2.17555570602417
143,2.195397138595581
144,2.1901373863220215
145,2.1670873165130615
146,2.151308298110962
147,2.1696057319641113
148,2.177743673324585
149,2.128629684448242
150,2.159668445587158
151,2.1556153297424316
152,2.1769330501556396
153,2.1760306358337402
154,2.152724504470825
155,2.190537929534912
156,2.1877975463867188
157,2.190591812133789
158,2.223135471343994
159,2.197967052459717
160,2.256582021713257
161,2.151728391647339
162,2.1923041343688965
163,2.1855273246765137
164,2.2094359397888184
165,2.2035634517669678
166,2.1905722618103027
167,2.1761322021484375
168,2.1620471477508545
169,2.181243896484375
