train/lm_loss	step
2.955782413482666	2001
3.0679922103881836	2002
3.0653347969055176	2003
3.1096384525299072	2004
3.084845781326294	2005
3.0562338829040527	2006
3.0572471618652344	2007
3.06229829788208	2008
3.084284782409668	2009
3.061964988708496	2010
3.0417418479919434	2011
3.0064728260040283	2012
3.0358128547668457	2013
3.0469465255737305	2014
3.0133700370788574	2015
3.002485752105713	2016
3.004715919494629	2017
2.985480785369873	2018
3.0202383995056152	2019
2.9991931915283203	2020
2.9961273670196533	2021
2.988661766052246	2022
2.9798319339752197	2023
2.9165093898773193	2024
2.958789825439453	2025
3.0175623893737793	2026
2.971996784210205	2027
2.9449076652526855	2028
2.9769599437713623	2029
2.9227020740509033	2030
2.94769549369812	2031
2.94624924659729	2032
2.949894905090332	2033
3.0083248615264893	2034
2.9539778232574463	2035
2.9116644859313965	2036
2.9951400756835938	2037
2.976868152618408	2038
2.953462839126587	2039
2.9721872806549072	2040
2.925352096557617	2041
2.9843482971191406	2042
2.9517014026641846	2043
2.9408717155456543	2044
2.9852263927459717	2045
2.975285768508911	2046
2.9734716415405273	2047
2.9566638469696045	2048
2.934640884399414	2049
2.966547966003418	2050
2.994476556777954	2051
2.9463088512420654	2052
2.9334750175476074	2053
2.9572672843933105	2054
2.923900842666626	2055
2.9498934745788574	2056
2.9343814849853516	2057
2.936393976211548	2058
2.9411232471466064	2059
2.9731452465057373	2060
2.948187828063965	2061
2.9458112716674805	2062
2.924961566925049	2063
2.947146415710449	2064
2.905576229095459	2065
2.9436004161834717	2066
2.946078062057495	2067
2.941549301147461	2068
2.9428458213806152	2069
2.9367754459381104	2070
2.9900920391082764	2071
2.9650864601135254	2072
2.944265604019165	2073
2.8922641277313232	2074
3.0008962154388428	2075
2.9666426181793213	2076
2.937953472137451	2077
2.9668118953704834	2078
2.953399658203125	2079
2.971299648284912	2080
2.9502599239349365	2081
2.9637064933776855	2082
2.9810259342193604	2083
2.9178786277770996	2084
2.967571258544922	2085
2.9550580978393555	2086
2.9767813682556152	2087
2.960904359817505	2088
2.9651360511779785	2089
2.9302823543548584	2090
2.9855477809906006	2091
2.9551634788513184	2092
2.9623072147369385	2093
2.934598207473755	2094
2.959789752960205	2095
2.9496569633483887	2096
2.915379762649536	2097
2.9292008876800537	2098
2.9121499061584473	2099
2.9449400901794434	2100
2.9205243587493896	2101
2.9482297897338867	2102
2.918938159942627	2103
2.929725408554077	2104
2.9532837867736816	2105
2.918288469314575	2106
2.9583215713500977	2107
2.938643217086792	2108
2.943068265914917	2109
2.9315218925476074	2110
2.968961715698242	2111
2.920074939727783	2112
2.975253105163574	2113
2.8815362453460693	2114
2.9132144451141357	2115
2.9405128955841064	2116
2.9001266956329346	2117
2.9601149559020996	2118
2.917498826980591	2119
2.8899240493774414	2120
2.956723690032959	2121
2.925318956375122	2122
2.945112466812134	2123
2.9494762420654297	2124
2.8895740509033203	2125
2.9130806922912598	2126
2.88228440284729	2127
2.9672088623046875	2128
2.9452149868011475	2129
2.919008731842041	2130
2.9585373401641846	2131
2.9632580280303955	2132
2.938413381576538	2133
2.967623472213745	2134
2.9362125396728516	2135
2.9831018447875977	2136
2.9181301593780518	2137
2.925262689590454	2138
2.91409969329834	2139
2.9152724742889404	2140
2.9594297409057617	2141
2.9056053161621094	2142
2.8893473148345947	2143
2.9432616233825684	2144
2.9592130184173584	2145
2.955017328262329	2146
2.9295637607574463	2147
2.9147629737854004	2148
2.9325220584869385	2149
2.9742703437805176	2150
2.981196403503418	2151
2.928856372833252	2152
2.8894541263580322	2153
2.9054713249206543	2154
2.9536397457122803	2155
2.9211907386779785	2156
2.9118266105651855	2157
2.9112024307250977	2158
2.929189682006836	2159
2.8775782585144043	2160
2.9538769721984863	2161
2.839660406112671	2162
2.9348182678222656	2163
2.9505791664123535	2164
2.9230594635009766	2165
2.915513515472412	2166
2.9255595207214355	2167
2.9401304721832275	2168
2.877127170562744	2169
2.91135311126709	2170
2.9105875492095947	2171
2.9638478755950928	2172
2.916893243789673	2173
2.9450759887695312	2174
2.9353322982788086	2175
2.9184138774871826	2176
2.8845510482788086	2177
2.9218668937683105	2178
2.916564464569092	2179
2.937836170196533	2180
2.894038677215576	2181
2.9077844619750977	2182
2.893937826156616	2183
2.94846773147583	2184
2.9148359298706055	2185
2.878063678741455	2186
2.958688974380493	2187
2.8942573070526123	2188
2.926786422729492	2189
2.907733917236328	2190
2.9328856468200684	2191
2.906334400177002	2192
2.8719794750213623	2193
2.926760196685791	2194
2.8856277465820312	2195
2.926640510559082	2196
2.878876209259033	2197
2.9244465827941895	2198
2.933893918991089	2199
2.9132680892944336	2200
2.908813238143921	2201
2.920104503631592	2202
2.8572065830230713	2203
2.8799877166748047	2204
2.892172336578369	2205
2.9739267826080322	2206
2.8781490325927734	2207
2.918762683868408	2208
2.925534248352051	2209
2.9246106147766113	2210
2.9400272369384766	2211
2.922311305999756	2212
2.934178352355957	2213
2.9130568504333496	2214
2.8996167182922363	2215
2.928978681564331	2216
2.891763925552368	2217
2.914107084274292	2218
2.913893699645996	2219
2.8933520317077637	2220
2.9442992210388184	2221
2.935297727584839	2222
2.8871827125549316	2223
2.882457733154297	2224
2.8584320545196533	2225
2.9018454551696777	2226
2.9256908893585205	2227
2.917391300201416	2228
2.905529499053955	2229
2.896857738494873	2230
2.8793816566467285	2231
2.8585891723632812	2232
2.8858466148376465	2233
2.935901403427124	2234
2.8906631469726562	2235
2.86653470993042	2236
2.915472984313965	2237
2.9141526222229004	2238
2.8702592849731445	2239
2.9026482105255127	2240
2.8946874141693115	2241
2.8403191566467285	2242
2.943514108657837	2243
2.946244955062866	2244
2.9590401649475098	2245
2.97694730758667	2246
2.939870834350586	2247
2.9196994304656982	2248
2.9072999954223633	2249
2.915631055831909	2250
2.9155001640319824	2251
2.9140408039093018	2252
2.892082452774048	2253
2.902250051498413	2254
2.9302151203155518	2255
2.9058244228363037	2256
2.9106321334838867	2257
2.9288604259490967	2258
2.9076688289642334	2259
2.9094674587249756	2260
