train/lm_loss	step
11.054645538330078	1
11.056190490722656	2
11.050086975097656	3
10.991175651550293	4
10.855000495910645	5
10.693814277648926	6
10.549864768981934	7
10.442729949951172	8
10.315546035766602	9
10.183801651000977	10
10.080251693725586	11
9.983985900878906	12
9.898030281066895	13
9.85381031036377	14
9.797340393066406	15
9.740056037902832	16
9.684728622436523	17
9.653337478637695	18
9.61199951171875	19
9.603816986083984	20
9.585281372070312	21
9.54194450378418	22
9.522068977355957	23
9.54297924041748	24
9.506763458251953	25
9.489782333374023	26
9.480859756469727	27
9.444726943969727	28
9.408742904663086	29
9.396289825439453	30
9.38171672821045	31
9.32845401763916	32
9.323332786560059	33
9.305150032043457	34
9.27185344696045	35
9.25882339477539	36
9.234697341918945	37
9.198870658874512	38
9.169869422912598	39
9.145432472229004	40
9.118093490600586	41
9.086766242980957	42
9.088961601257324	43
9.04828929901123	44
9.00439453125	45
9.009369850158691	46
8.993997573852539	47
8.949755668640137	48
8.92331314086914	49
8.913102149963379	50
8.881874084472656	51
8.863298416137695	52
8.831716537475586	53
8.807933807373047	54
8.776208877563477	55
8.807302474975586	56
8.733983039855957	57
8.703889846801758	58
8.706988334655762	59
8.680676460266113	60
8.64919376373291	61
8.616424560546875	62
8.604833602905273	63
8.59537124633789	64
8.582207679748535	65
8.564888954162598	66
8.542055130004883	67
8.50384521484375	68
8.50330638885498	69
8.485227584838867	70
8.449270248413086	71
8.441130638122559	72
8.412026405334473	73
8.379661560058594	74
8.397591590881348	75
8.361185073852539	76
8.356574058532715	77
8.345603942871094	78
8.28600025177002	79
8.281621932983398	80
8.265307426452637	81
8.262141227722168	82
8.245766639709473	83
8.222034454345703	84
8.213727951049805	85
8.186819076538086	86
8.173267364501953	87
8.137885093688965	88
8.14123821258545	89
8.116519927978516	90
8.081083297729492	91
8.041023254394531	92
8.053683280944824	93
8.036468505859375	94
8.06766128540039	95
7.997747421264648	96
8.007101058959961	97
7.989649772644043	98
7.961302757263184	99
7.901230812072754	100
7.935696601867676	101
7.907724857330322	102
7.924094200134277	103
7.879931449890137	104
7.84390926361084	105
7.846846580505371	106
7.850470542907715	107
7.807412624359131	108
7.793654918670654	109
7.79358434677124	110
7.783385753631592	111
7.750618934631348	112
7.742359161376953	113
