train/lm_loss	step
11.081032752990723	1
11.08045482635498	2
11.078452110290527	3
11.020065307617188	4
10.895578384399414	5
10.742815017700195	6
10.5910062789917	7
10.489840507507324	8
10.347976684570312	9
10.228763580322266	10
10.102924346923828	11
10.020188331604004	12
9.940306663513184	13
9.85279655456543	14
9.793148040771484	15
9.746813774108887	16
9.703323364257812	17
9.659523010253906	18
9.626641273498535	19
9.576227188110352	20
9.580952644348145	21
9.547993659973145	22
9.523448944091797	23
9.501935005187988	24
9.472369194030762	25
9.475658416748047	26
9.463979721069336	27
9.441320419311523	28
9.413392066955566	29
9.40192985534668	30
9.357391357421875	31
9.356168746948242	32
9.326248168945312	33
9.276396751403809	34
9.25482177734375	35
9.214717864990234	36
9.216200828552246	37
9.19046401977539	38
9.141814231872559	39
9.117399215698242	40
9.087526321411133	41
9.096677780151367	42
9.052937507629395	43
9.052249908447266	44
9.025575637817383	45
9.010002136230469	46
8.968696594238281	47
8.945897102355957	48
8.929941177368164	49
8.895173072814941	50
8.879423141479492	51
8.860403060913086	52
8.843244552612305	53
8.819721221923828	54
8.784687995910645	55
8.795027732849121	56
8.776887893676758	57
8.732382774353027	58
8.729488372802734	59
8.725815773010254	60
8.689573287963867	61
8.691717147827148	62
8.678135871887207	63
8.64870548248291	64
8.618631362915039	65
8.622129440307617	66
8.59492301940918	67
8.582090377807617	68
8.543554306030273	69
8.522391319274902	70
8.535319328308105	71
8.480945587158203	72
8.47410774230957	73
8.467008590698242	74
8.473539352416992	75
8.440351486206055	76
8.40604019165039	77
8.377925872802734	78
8.369868278503418	79
8.346355438232422	80
8.32563591003418	81
8.331820487976074	82
8.273972511291504	83
8.232991218566895	84
8.26030158996582	85
8.238179206848145	86
8.208821296691895	87
8.175008773803711	88
8.19743537902832	89
8.14004135131836	90
8.14207935333252	91
8.11508846282959	92
8.10262680053711	93
8.07792854309082	94
8.052867889404297	95
8.036500930786133	96
8.019981384277344	97
7.991058826446533	98
7.97828483581543	99
7.969143867492676	100
7.960117816925049	101
7.898502826690674	102
7.8875732421875	103
7.88804817199707	104
7.909833908081055	105
7.884973526000977	106
7.844331741333008	107
7.824825763702393	108
7.784625053405762	109
7.7881669998168945	110
7.765751838684082	111
7.800484657287598	112
7.712246894836426	113
7.695286750793457	114
7.687375068664551	115
7.717806339263916	116
7.704104423522949	117
7.647453308105469	118
7.604711532592773	119
7.6290693283081055	120
7.590132713317871	121
7.591920375823975	122
7.573252201080322	123
7.565159797668457	124
7.507844924926758	125
7.491672039031982	126
7.4567694664001465	127
7.522434234619141	128
7.4471917152404785	129
7.4606852531433105	130
7.428086757659912	131
7.447409629821777	132
7.385669231414795	133
7.396519660949707	134
7.360142707824707	135
7.378282070159912	136
7.341363430023193	137
7.330649375915527	138
7.315735816955566	139
7.309614181518555	140
7.280789375305176	141
7.264339447021484	142
7.2729010581970215	143
7.242488861083984	144
7.208518981933594	145
7.181846618652344	146
7.1666083335876465	147
7.1823344230651855	148
7.185456275939941	149
7.127302646636963	150
7.1084136962890625	151
7.110836982727051	152
7.174593925476074	153
7.110900402069092	154
7.074702262878418	155
7.080323219299316	156
7.051401615142822	157
7.089447021484375	158
7.031450271606445	159
7.038705825805664	160
7.046389102935791	161
7.003175735473633	162
6.991799831390381	163
6.972079277038574	164
6.996786117553711	165
6.983454704284668	166
6.953038215637207	167
6.906891345977783	168
6.941714286804199	169
6.8683061599731445	170
6.894693851470947	171
6.9039225578308105	172
6.898247241973877	173
6.856934070587158	174
6.871077537536621	175
6.880745887756348	176
6.862014293670654	177
6.86795711517334	178
6.845344543457031	179
6.832686424255371	180
6.787685394287109	181
6.781218528747559	182
6.805474281311035	183
6.782977104187012	184
6.739378929138184	185
6.757496356964111	186
6.721548557281494	187
6.715561866760254	188
6.737668037414551	189
6.702336311340332	190
6.772575378417969	191
6.704601764678955	192
6.698782920837402	193
6.660035133361816	194
6.6719512939453125	195
6.627573013305664	196
6.674222946166992	197
6.642226696014404	198
6.692334175109863	199
6.689387321472168	200
6.657100677490234	201
6.625157833099365	202
6.653524398803711	203
6.635451316833496	204
6.621208190917969	205
6.608019828796387	206
6.582720756530762	207
6.541613578796387	208
6.595588684082031	209
6.548157691955566	210
6.5258941650390625	211
6.537389278411865	212
6.535673141479492	213
6.505411624908447	214
6.496524810791016	215
6.50187873840332	216
6.559542655944824	217
6.475085735321045	218
6.47386360168457	219
6.510484218597412	220
6.438441753387451	221
6.470974445343018	222
6.398574352264404	223
6.458017826080322	224
6.462225914001465	225
6.44349479675293	226
6.452654838562012	227
6.392751216888428	228
6.432992935180664	229
6.399646759033203	230
6.401859283447266	231
6.394071102142334	232
6.40557336807251	233
6.396922588348389	234
6.3632378578186035	235
6.388455390930176	236
6.352105140686035	237
6.371999263763428	238
