train/lm_loss	step
2.2537283897399902	75001
2.24210262298584	75002
2.243561029434204	75003
2.222180128097534	75004
2.2097272872924805	75005
2.245457410812378	75006
2.232010841369629	75007
2.251641273498535	75008
2.228276491165161	75009
2.2155160903930664	75010
2.2571239471435547	75011
2.2028555870056152	75012
2.2199301719665527	75013
2.221975326538086	75014
2.228644371032715	75015
2.1929125785827637	75016
2.213683605194092	75017
2.2119925022125244	75018
2.2269904613494873	75019
2.2447385787963867	75020
2.2056775093078613	75021
2.24942946434021	75022
2.2242748737335205	75023
2.2001492977142334	75024
2.216501235961914	75025
2.2536795139312744	75026
2.257418155670166	75027
2.2269468307495117	75028
2.180373191833496	75029
2.2283358573913574	75030
2.229003429412842	75031
2.252145528793335	75032
2.2057371139526367	75033
2.226165533065796	75034
2.2265846729278564	75035
2.198183059692383	75036
2.266648530960083	75037
2.2107696533203125	75038
2.22853946685791	75039
2.189192295074463	75040
2.2243618965148926	75041
2.2412772178649902	75042
2.231374502182007	75043
2.218972682952881	75044
2.2436370849609375	75045
2.232126235961914	75046
2.244330883026123	75047
2.2436752319335938	75048
2.238333225250244	75049
2.2268178462982178	75050
2.241145610809326	75051
2.1936707496643066	75052
2.226297616958618	75053
2.2026262283325195	75054
2.2337496280670166	75055
2.212047576904297	75056
2.2660610675811768	75057
2.190000057220459	75058
2.2600865364074707	75059
2.1908841133117676	75060
2.217956066131592	75061
2.2467894554138184	75062
2.2574193477630615	75063
2.2341558933258057	75064
2.2211387157440186	75065
2.214416027069092	75066
2.1976592540740967	75067
2.2277565002441406	75068
2.200359344482422	75069
2.1824519634246826	75070
2.224738359451294	75071
2.208336591720581	75072
2.230809211730957	75073
2.2391905784606934	75074
2.198666572570801	75075
2.241968870162964	75076
2.2616965770721436	75077
2.1990158557891846	75078
2.2558608055114746	75079
2.2187561988830566	75080
2.2052762508392334	75081
2.2421295642852783	75082
2.176849842071533	75083
2.2228827476501465	75084
2.1924188137054443	75085
2.2560176849365234	75086
2.2032840251922607	75087
2.2138407230377197	75088
2.232120990753174	75089
2.1834652423858643	75090
2.1897006034851074	75091
2.2323877811431885	75092
2.211780309677124	75093
2.186272144317627	75094
2.2822036743164062	75095
2.2544872760772705	75096
2.2238268852233887	75097
2.2019762992858887	75098
2.231750965118408	75099
2.212705135345459	75100
2.196164608001709	75101
2.243793487548828	75102
2.188027858734131	75103
2.196143388748169	75104
2.231520652770996	75105
2.2572526931762695	75106
2.2197587490081787	75107
2.2402608394622803	75108
2.182684898376465	75109
2.2162322998046875	75110
2.203286647796631	75111
2.2492661476135254	75112
2.2446253299713135	75113
2.270312786102295	75114
2.1800637245178223	75115
2.2384355068206787	75116
2.2382845878601074	75117
2.1940255165100098	75118
2.2114462852478027	75119
2.1821343898773193	75120
2.2259531021118164	75121
2.166576862335205	75122
2.189042329788208	75123
2.2176690101623535	75124
2.2126176357269287	75125
2.219852924346924	75126
2.1888160705566406	75127
2.2098021507263184	75128
2.204862594604492	75129
2.253274440765381	75130
2.1975698471069336	75131
2.2163453102111816	75132
2.2343862056732178	75133
2.2138376235961914	75134
2.2163095474243164	75135
2.238596200942993	75136
2.2289700508117676	75137
2.201453685760498	75138
2.2049028873443604	75139
2.221409320831299	75140
2.2257416248321533	75141
2.2046377658843994	75142
2.231717586517334	75143
2.2204861640930176	75144
2.196868896484375	75145
2.255466938018799	75146
2.2290802001953125	75147
2.2171928882598877	75148
2.227315664291382	75149
2.2370405197143555	75150
2.220303773880005	75151
2.213765859603882	75152
2.271843194961548	75153
2.229715347290039	75154
2.204960346221924	75155
2.1917800903320312	75156
2.2473995685577393	75157
