train/lm_loss	step
2.368171453475952	16001
2.4044666290283203	16002
2.3770012855529785	16003
2.3346636295318604	16004
2.38912296295166	16005
2.414358615875244	16006
2.376148223876953	16007
2.3741540908813477	16008
2.4241323471069336	16009
2.3637609481811523	16010
2.3811802864074707	16011
2.3734660148620605	16012
2.3904387950897217	16013
2.3656444549560547	16014
2.3500828742980957	16015
2.3693692684173584	16016
2.3633933067321777	16017
2.369202136993408	16018
2.370485305786133	16019
2.3790159225463867	16020
2.3534486293792725	16021
2.3480522632598877	16022
2.369723081588745	16023
2.3714115619659424	16024
2.33632755279541	16025
2.3834633827209473	16026
2.3273234367370605	16027
2.378758430480957	16028
2.3876547813415527	16029
2.3811964988708496	16030
2.390178680419922	16031
2.3631768226623535	16032
2.3832147121429443	16033
2.3718931674957275	16034
2.3519978523254395	16035
2.3749380111694336	16036
2.3663010597229004	16037
2.392378807067871	16038
2.3505759239196777	16039
2.374237537384033	16040
2.3895606994628906	16041
2.3963980674743652	16042
2.3922929763793945	16043
2.3767523765563965	16044
2.40913724899292	16045
2.3914287090301514	16046
2.3971359729766846	16047
2.368847608566284	16048
2.3627994060516357	16049
2.3519020080566406	16050
2.347743272781372	16051
2.3912363052368164	16052
2.36381196975708	16053
2.3420357704162598	16054
2.3819432258605957	16055
2.3532097339630127	16056
2.3647141456604004	16057
2.39547061920166	16058
2.3778235912323	16059
2.3528220653533936	16060
2.405141830444336	16061
2.3426034450531006	16062
2.364021062850952	16063
2.3957080841064453	16064
2.3860225677490234	16065
2.3459906578063965	16066
2.315448045730591	16067
2.398715019226074	16068
2.3635971546173096	16069
2.3713791370391846	16070
2.3330066204071045	16071
2.3509232997894287	16072
2.355074644088745	16073
2.39902925491333	16074
2.3658132553100586	16075
2.328131675720215	16076
2.3650712966918945	16077
2.34614896774292	16078
2.3634676933288574	16079
2.393315076828003	16080
2.3624520301818848	16081
2.3465170860290527	16082
2.399623394012451	16083
2.365307569503784	16084
2.3495137691497803	16085
2.3692634105682373	16086
2.3404617309570312	16087
2.336726665496826	16088
2.3585290908813477	16089
2.3912081718444824	16090
2.390751361846924	16091
2.382568597793579	16092
2.3748579025268555	16093
2.377423048019409	16094
2.386650800704956	16095
2.4249653816223145	16096
2.378838539123535	16097
2.3645741939544678	16098
2.3540596961975098	16099
2.367859125137329	16100
2.374352216720581	16101
2.3755784034729004	16102
2.3717544078826904	16103
2.362607479095459	16104
2.3725550174713135	16105
2.3790969848632812	16106
2.3762855529785156	16107
2.378265857696533	16108
2.358262538909912	16109
2.3119046688079834	16110
2.3884389400482178	16111
2.3554370403289795	16112
2.338015079498291	16113
2.3830928802490234	16114
2.3755369186401367	16115
2.3264832496643066	16116
2.348050594329834	16117
2.3722620010375977	16118
2.3493802547454834	16119
2.3272488117218018	16120
2.385830879211426	16121
2.4102959632873535	16122
2.374072313308716	16123
2.3813118934631348	16124
2.3835113048553467	16125
2.3671650886535645	16126
2.3634140491485596	16127
2.3997037410736084	16128
2.3520679473876953	16129
2.4166884422302246	16130
2.3611323833465576	16131
2.3433945178985596	16132
2.3459229469299316	16133
2.376455068588257	16134
2.3909459114074707	16135
2.3958263397216797	16136
2.382632255554199	16137
2.4037580490112305	16138
2.362175941467285	16139
2.365715980529785	16140
2.3918135166168213	16141
2.358363628387451	16142
2.3222293853759766	16143
2.3478846549987793	16144
2.3431854248046875	16145
2.357128381729126	16146
2.321267604827881	16147
2.354382038116455	16148
2.3601112365722656	16149
2.386050224304199	16150
2.3449501991271973	16151
2.3631510734558105	16152
2.4131264686584473	16153
2.411059856414795	16154
2.371180534362793	16155
2.3758630752563477	16156
2.398513078689575	16157
2.4417755603790283	16158
2.3994295597076416	16159
2.3526151180267334	16160
2.363178253173828	16161
2.3838050365448	16162
2.4029722213745117	16163
2.3970303535461426	16164
2.3724594116210938	16165
2.3569512367248535	16166
2.367765426635742	16167
2.363226890563965	16168
2.3881590366363525	16169
2.3874871730804443	16170
2.4158706665039062	16171
2.3887009620666504	16172
2.3620729446411133	16173
2.432213306427002	16174
2.3716533184051514	16175
2.393439292907715	16176
2.377379894256592	16177
2.3720176219940186	16178
2.375391960144043	16179
2.352479934692383	16180
2.3817033767700195	16181
2.3888819217681885	16182
2.3394315242767334	16183
2.3854739665985107	16184
2.403257369995117	16185
2.359440565109253	16186
2.397749662399292	16187
2.399801254272461	16188
2.3751578330993652	16189
2.3725392818450928	16190
2.3427581787109375	16191
2.375009059906006	16192
2.3539366722106934	16193
2.4076504707336426	16194
2.410327911376953	16195
2.3372092247009277	16196
2.3743858337402344	16197
2.3471860885620117	16198
2.3870866298675537	16199
2.376608371734619	16200
2.37359356880188	16201
2.3653764724731445	16202
2.384544849395752	16203
2.403911590576172	16204
2.379790782928467	16205
2.400881767272949	16206
2.3657777309417725	16207
2.4013097286224365	16208
2.3922505378723145	16209
2.3825063705444336	16210
2.3321704864501953	16211
2.367112636566162	16212
2.396338701248169	16213
2.376032590866089	16214
2.330170154571533	16215
2.3787119388580322	16216
2.33113169670105	16217
2.35001802444458	16218
2.378095865249634	16219
2.3868134021759033	16220
2.363255023956299	16221
2.3662726879119873	16222
2.3684825897216797	16223
2.418428897857666	16224
2.371669292449951	16225
2.3398096561431885	16226
2.3785758018493652	16227
2.3547325134277344	16228
2.376927375793457	16229
2.3749051094055176	16230
2.4039320945739746	16231
2.398648500442505	16232
2.3799197673797607	16233
2.370159387588501	16234
2.3966333866119385	16235
2.315699577331543	16236
2.358579158782959	16237
2.3589768409729004	16238
2.359560489654541	16239
2.361309766769409	16240
2.389714479446411	16241
2.3661837577819824	16242
2.367288112640381	16243
2.3837742805480957	16244
2.3699028491973877	16245
2.340571403503418	16246
2.3757991790771484	16247
2.40213942527771	16248
2.3827192783355713	16249
2.3547587394714355	16250
2.3782453536987305	16251
2.346484661102295	16252
2.3588619232177734	16253
2.41845703125	16254
2.384089469909668	16255
2.357663154602051	16256
2.3856968879699707	16257
2.352536201477051	16258
2.3866500854492188	16259
2.3581652641296387	16260
2.3218350410461426	16261
2.35146427154541	16262
2.3643596172332764	16263
2.3727829456329346	16264
2.407210111618042	16265
2.3613951206207275	16266
2.3578386306762695	16267
2.3677077293395996	16268
2.348416328430176	16269
2.396425485610962	16270
2.3490490913391113	16271
2.3567116260528564	16272
2.3744606971740723	16273
2.392622947692871	16274
2.4043004512786865	16275
2.377276659011841	16276
2.4283347129821777	16277
2.3615972995758057	16278
2.365600109100342	16279
2.3576772212982178	16280
2.3525688648223877	16281
2.401968002319336	16282
2.377265691757202	16283
2.412322759628296	16284
2.398244857788086	16285
2.4073326587677	16286
2.3782362937927246	16287
2.376258373260498	16288
2.352335214614868	16289
2.3553714752197266	16290
2.3555986881256104	16291
2.367879629135132	16292
2.39815616607666	16293
2.3671977519989014	16294
2.3843419551849365	16295
2.400394916534424	16296
2.3700077533721924	16297
2.39199161529541	16298
2.3637259006500244	16299
2.3765993118286133	16300
2.395979642868042	16301
2.377138614654541	16302
2.3714511394500732	16303
2.347964286804199	16304
2.3660924434661865	16305
2.4036545753479004	16306
2.3544540405273438	16307
2.3462586402893066	16308
2.346147298812866	16309
2.3841254711151123	16310
2.3841874599456787	16311
2.3324923515319824	16312
2.3517611026763916	16313
2.354738712310791	16314
2.3407604694366455	16315
2.365764617919922	16316
2.355689525604248	16317
2.3726978302001953	16318
2.3715434074401855	16319
2.353858232498169	16320
2.3879075050354004	16321
2.3918440341949463	16322
2.348072052001953	16323
2.3430423736572266	16324
2.3647892475128174	16325
2.389284610748291	16326
2.365403413772583	16327
2.3681511878967285	16328
2.391409397125244	16329
2.371607542037964	16330
2.4057435989379883	16331
2.402433395385742	16332
2.4087276458740234	16333
2.407369613647461	16334
2.3555445671081543	16335
2.401282787322998	16336
2.3428542613983154	16337
2.3819262981414795	16338
2.3403711318969727	16339
2.397188663482666	16340
2.355637788772583	16341
2.3791589736938477	16342
2.399609327316284	16343
2.35748553276062	16344
2.379855155944824	16345
2.3743810653686523	16346
2.3725695610046387	16347
2.3835573196411133	16348
2.399216890335083	16349
2.413710117340088	16350
2.3745334148406982	16351
2.3794851303100586	16352
2.3696208000183105	16353
2.3685667514801025	16354
2.3790524005889893	16355
2.392606258392334	16356
2.3502230644226074	16357
2.3496837615966797	16358
2.3787338733673096	16359
2.381139039993286	16360
