"Step","Group: pythia-70m_rk7ayzq3 - train/lm_loss","Group: pythia-70m_rk7ayzq3 - train/lm_loss__MIN","Group: pythia-70m_rk7ayzq3 - train/lm_loss__MAX"
"95103","2.894043207168579","2.894043207168579","2.894043207168579"
"95104","2.896587371826172","2.896587371826172","2.896587371826172"
"95105","2.898611545562744","2.898611545562744","2.898611545562744"
"95106","2.9293031692504883","2.9293031692504883","2.9293031692504883"
"95107","2.878542423248291","2.878542423248291","2.878542423248291"
"95108","2.8727197647094727","2.8727197647094727","2.8727197647094727"
"95109","2.9093542098999023","2.9093542098999023","2.9093542098999023"
"95110","2.8943324089050293","2.8943324089050293","2.8943324089050293"
"95111","2.9114949703216553","2.9114949703216553","2.9114949703216553"
"95112","2.9035396575927734","2.9035396575927734","2.9035396575927734"
"95113","2.857522487640381","2.857522487640381","2.857522487640381"
"95114","2.8591737747192383","2.8591737747192383","2.8591737747192383"
"95115","2.8691017627716064","2.8691017627716064","2.8691017627716064"
"95116","2.9229848384857178","2.9229848384857178","2.9229848384857178"
"95117","2.840954303741455","2.840954303741455","2.840954303741455"
"95118","2.8593826293945312","2.8593826293945312","2.8593826293945312"
"95119","2.8806681632995605","2.8806681632995605","2.8806681632995605"
"95120","2.920060396194458","2.920060396194458","2.920060396194458"
"95121","2.8891119956970215","2.8891119956970215","2.8891119956970215"
"95122","2.86858868598938","2.86858868598938","2.86858868598938"
"95123","2.8547022342681885","2.8547022342681885","2.8547022342681885"
"95124","2.8879709243774414","2.8879709243774414","2.8879709243774414"
"95125","2.9216535091400146","2.9216535091400146","2.9216535091400146"
"95126","2.8924155235290527","2.8924155235290527","2.8924155235290527"
"95127","2.8980720043182373","2.8980720043182373","2.8980720043182373"
"95128","2.847562789916992","2.847562789916992","2.847562789916992"
"95129","2.9036812782287598","2.9036812782287598","2.9036812782287598"
"95130","2.87202787399292","2.87202787399292","2.87202787399292"
"95131","2.926327705383301","2.926327705383301","2.926327705383301"
"95132","2.8701610565185547","2.8701610565185547","2.8701610565185547"
"95133","2.935762882232666","2.935762882232666","2.935762882232666"
"95134","2.8698606491088867","2.8698606491088867","2.8698606491088867"
"95135","2.8470187187194824","2.8470187187194824","2.8470187187194824"
"95136","2.8904924392700195","2.8904924392700195","2.8904924392700195"
"95137","2.858912467956543","2.858912467956543","2.858912467956543"
"95138","2.9143970012664795","2.9143970012664795","2.9143970012664795"
"95139","2.8668994903564453","2.8668994903564453","2.8668994903564453"
"95140","2.8753662109375","2.8753662109375","2.8753662109375"
"95141","2.8888370990753174","2.8888370990753174","2.8888370990753174"
"95142","2.877525806427002","2.877525806427002","2.877525806427002"
"95143","2.833676338195801","2.833676338195801","2.833676338195801"
"95144","2.885941505432129","2.885941505432129","2.885941505432129"
"95145","2.911226987838745","2.911226987838745","2.911226987838745"
"95146","2.8641915321350098","2.8641915321350098","2.8641915321350098"
"95147","2.8799240589141846","2.8799240589141846","2.8799240589141846"
"95148","2.872184991836548","2.872184991836548","2.872184991836548"
"95149","2.953214645385742","2.953214645385742","2.953214645385742"
"95150","2.9360198974609375","2.9360198974609375","2.9360198974609375"
"95151","2.91390061378479","2.91390061378479","2.91390061378479"
"95152","2.8968381881713867","2.8968381881713867","2.8968381881713867"
"95153","2.8709542751312256","2.8709542751312256","2.8709542751312256"
"95154","2.8829658031463623","2.8829658031463623","2.8829658031463623"
"95155","2.8935863971710205","2.8935863971710205","2.8935863971710205"
"95156","2.87742280960083","2.87742280960083","2.87742280960083"
"95157","2.891723155975342","2.891723155975342","2.891723155975342"
"95158","2.9125475883483887","2.9125475883483887","2.9125475883483887"
"95159","2.945647716522217","2.945647716522217","2.945647716522217"
"95160","2.8979547023773193","2.8979547023773193","2.8979547023773193"
"95161","2.953929901123047","2.953929901123047","2.953929901123047"
"95162","2.904628276824951","2.904628276824951","2.904628276824951"
"95163","2.9023396968841553","2.9023396968841553","2.9023396968841553"
"95164","2.864896297454834","2.864896297454834","2.864896297454834"
"95165","2.905139446258545","2.905139446258545","2.905139446258545"
"95166","2.9052040576934814","2.9052040576934814","2.9052040576934814"
"95167","2.8932886123657227","2.8932886123657227","2.8932886123657227"
"95168","2.902953624725342","2.902953624725342","2.902953624725342"
"95169","2.8820512294769287","2.8820512294769287","2.8820512294769287"
"95170","2.859912633895874","2.859912633895874","2.859912633895874"
"95171","2.8604848384857178","2.8604848384857178","2.8604848384857178"
"95172","2.845444679260254","2.845444679260254","2.845444679260254"
"95173","2.865199565887451","2.865199565887451","2.865199565887451"
"95174","2.8983373641967773","2.8983373641967773","2.8983373641967773"
"95175","2.889375925064087","2.889375925064087","2.889375925064087"
"95176","2.8425450325012207","2.8425450325012207","2.8425450325012207"
"95177","2.860959529876709","2.860959529876709","2.860959529876709"
"95178","2.8514175415039062","2.8514175415039062","2.8514175415039062"
"95179","2.8529467582702637","2.8529467582702637","2.8529467582702637"
"95180","2.9194393157958984","2.9194393157958984","2.9194393157958984"
"95181","2.872953414916992","2.872953414916992","2.872953414916992"
"95182","2.9221320152282715","2.9221320152282715","2.9221320152282715"
"95183","2.8709216117858887","2.8709216117858887","2.8709216117858887"
"95184","2.886942148208618","2.886942148208618","2.886942148208618"
"95185","2.8737540245056152","2.8737540245056152","2.8737540245056152"
"95186","2.892214298248291","2.892214298248291","2.892214298248291"
"95187","2.8454110622406006","2.8454110622406006","2.8454110622406006"
"95188","2.8818211555480957","2.8818211555480957","2.8818211555480957"
"95189","2.910977602005005","2.910977602005005","2.910977602005005"
"95190","2.9044442176818848","2.9044442176818848","2.9044442176818848"
"95191","2.8819684982299805","2.8819684982299805","2.8819684982299805"
"95192","2.8235344886779785","2.8235344886779785","2.8235344886779785"
"95193","2.892150402069092","2.892150402069092","2.892150402069092"
"95194","2.8644540309906006","2.8644540309906006","2.8644540309906006"
"95195","2.8522582054138184","2.8522582054138184","2.8522582054138184"
"95196","2.913672924041748","2.913672924041748","2.913672924041748"
"95197","2.875563144683838","2.875563144683838","2.875563144683838"
"95198","2.8762428760528564","2.8762428760528564","2.8762428760528564"
"95199","2.8617637157440186","2.8617637157440186","2.8617637157440186"
"95200","2.881618022918701","2.881618022918701","2.881618022918701"
"95201","2.877375602722168","2.877375602722168","2.877375602722168"
"95202","2.8896608352661133","2.8896608352661133","2.8896608352661133"
"95203","2.8827743530273438","2.8827743530273438","2.8827743530273438"
"95204","2.8816041946411133","2.8816041946411133","2.8816041946411133"
"95205","2.9115867614746094","2.9115867614746094","2.9115867614746094"
"95206","2.849113941192627","2.849113941192627","2.849113941192627"
"95207","2.9009151458740234","2.9009151458740234","2.9009151458740234"
"95208","2.888479232788086","2.888479232788086","2.888479232788086"
"95209","2.871978521347046","2.871978521347046","2.871978521347046"
"95210","2.88320255279541","2.88320255279541","2.88320255279541"
"95211","2.8569231033325195","2.8569231033325195","2.8569231033325195"
"95212","2.8813693523406982","2.8813693523406982","2.8813693523406982"
"95213","2.9124233722686768","2.9124233722686768","2.9124233722686768"
"95214","2.8685173988342285","2.8685173988342285","2.8685173988342285"
"95215","2.9027767181396484","2.9027767181396484","2.9027767181396484"
"95216","2.893627643585205","2.893627643585205","2.893627643585205"
"95217","2.8943891525268555","2.8943891525268555","2.8943891525268555"
"95218","2.8438329696655273","2.8438329696655273","2.8438329696655273"
"95219","2.8873472213745117","2.8873472213745117","2.8873472213745117"
"95220","2.9051153659820557","2.9051153659820557","2.9051153659820557"
"95221","2.904904842376709","2.904904842376709","2.904904842376709"
"95222","2.8781521320343018","2.8781521320343018","2.8781521320343018"
"95223","2.9148027896881104","2.9148027896881104","2.9148027896881104"
"95224","2.8737568855285645","2.8737568855285645","2.8737568855285645"
"95225","2.8523404598236084","2.8523404598236084","2.8523404598236084"
"95226","2.8751087188720703","2.8751087188720703","2.8751087188720703"
"95227","2.909423351287842","2.909423351287842","2.909423351287842"
"95228","2.8912882804870605","2.8912882804870605","2.8912882804870605"
"95229","2.8438377380371094","2.8438377380371094","2.8438377380371094"
"95230","2.8730735778808594","2.8730735778808594","2.8730735778808594"
"95231","2.8736207485198975","2.8736207485198975","2.8736207485198975"
"95232","2.9045791625976562","2.9045791625976562","2.9045791625976562"
"95233","2.8799901008605957","2.8799901008605957","2.8799901008605957"
"95234","2.870708703994751","2.870708703994751","2.870708703994751"
"95235","2.86269211769104","2.86269211769104","2.86269211769104"
"95236","2.9577620029449463","2.9577620029449463","2.9577620029449463"
"95237","2.870164632797241","2.870164632797241","2.870164632797241"
"95238","2.869049072265625","2.869049072265625","2.869049072265625"
"95239","2.8957176208496094","2.8957176208496094","2.8957176208496094"
"95240","2.8939690589904785","2.8939690589904785","2.8939690589904785"
"95241","2.9065914154052734","2.9065914154052734","2.9065914154052734"
"95242","2.8740386962890625","2.8740386962890625","2.8740386962890625"
"95243","2.883925437927246","2.883925437927246","2.883925437927246"
"95244","2.8888015747070312","2.8888015747070312","2.8888015747070312"
"95245","2.867244243621826","2.867244243621826","2.867244243621826"
"95246","2.897749423980713","2.897749423980713","2.897749423980713"
"95247","2.8725123405456543","2.8725123405456543","2.8725123405456543"
"95248","2.902635335922241","2.902635335922241","2.902635335922241"
"95249","2.875375747680664","2.875375747680664","2.875375747680664"
"95250","2.8460288047790527","2.8460288047790527","2.8460288047790527"
"95251","2.8654627799987793","2.8654627799987793","2.8654627799987793"
"95252","2.8583133220672607","2.8583133220672607","2.8583133220672607"
"95253","2.9335649013519287","2.9335649013519287","2.9335649013519287"
"95254","2.9165282249450684","2.9165282249450684","2.9165282249450684"
"95255","2.8492321968078613","2.8492321968078613","2.8492321968078613"
"95256","2.8852314949035645","2.8852314949035645","2.8852314949035645"
"95257","2.838747501373291","2.838747501373291","2.838747501373291"
"95258","2.9055614471435547","2.9055614471435547","2.9055614471435547"
"95259","2.8634796142578125","2.8634796142578125","2.8634796142578125"
"95260","2.8587939739227295","2.8587939739227295","2.8587939739227295"
"95261","2.878551959991455","2.878551959991455","2.878551959991455"
"95262","2.877112627029419","2.877112627029419","2.877112627029419"
"95263","2.925588369369507","2.925588369369507","2.925588369369507"
"95264","2.825733184814453","2.825733184814453","2.825733184814453"
"95265","2.849661350250244","2.849661350250244","2.849661350250244"
"95266","2.8641066551208496","2.8641066551208496","2.8641066551208496"
"95267","2.884291648864746","2.884291648864746","2.884291648864746"
"95268","2.910978078842163","2.910978078842163","2.910978078842163"
"95269","2.9007112979888916","2.9007112979888916","2.9007112979888916"
"95270","2.8948354721069336","2.8948354721069336","2.8948354721069336"
"95271","2.8619635105133057","2.8619635105133057","2.8619635105133057"
"95272","2.886080503463745","2.886080503463745","2.886080503463745"
"95273","2.8767848014831543","2.8767848014831543","2.8767848014831543"
"95274","2.915297508239746","2.915297508239746","2.915297508239746"
"95275","2.862427234649658","2.862427234649658","2.862427234649658"
"95276","2.88140606880188","2.88140606880188","2.88140606880188"
"95277","2.927578926086426","2.927578926086426","2.927578926086426"
"95278","2.836775779724121","2.836775779724121","2.836775779724121"
"95279","2.909518241882324","2.909518241882324","2.909518241882324"
"95280","2.9179775714874268","2.9179775714874268","2.9179775714874268"
"95281","2.9000039100646973","2.9000039100646973","2.9000039100646973"
"95282","2.921363115310669","2.921363115310669","2.921363115310669"
"95283","2.894636631011963","2.894636631011963","2.894636631011963"
"95284","2.893624782562256","2.893624782562256","2.893624782562256"
"95285","2.8653507232666016","2.8653507232666016","2.8653507232666016"
"95286","2.915921688079834","2.915921688079834","2.915921688079834"
"95287","2.9152626991271973","2.9152626991271973","2.9152626991271973"
"95288","2.9252681732177734","2.9252681732177734","2.9252681732177734"
"95289","2.9431939125061035","2.9431939125061035","2.9431939125061035"
"95290","2.873044013977051","2.873044013977051","2.873044013977051"
"95291","2.869166374206543","2.869166374206543","2.869166374206543"
"95292","2.8665285110473633","2.8665285110473633","2.8665285110473633"
"95293","2.8585526943206787","2.8585526943206787","2.8585526943206787"
"95294","2.8760290145874023","2.8760290145874023","2.8760290145874023"
"95295","2.8815698623657227","2.8815698623657227","2.8815698623657227"
"95296","2.8781399726867676","2.8781399726867676","2.8781399726867676"
"95297","2.874018669128418","2.874018669128418","2.874018669128418"
"95298","2.849000930786133","2.849000930786133","2.849000930786133"
"95299","2.853794574737549","2.853794574737549","2.853794574737549"
"95300","2.8619349002838135","2.8619349002838135","2.8619349002838135"
"95301","2.919105291366577","2.919105291366577","2.919105291366577"
"95302","2.8705661296844482","2.8705661296844482","2.8705661296844482"
"95303","2.9001517295837402","2.9001517295837402","2.9001517295837402"
"95304","2.9291367530822754","2.9291367530822754","2.9291367530822754"
"95305","2.8534562587738037","2.8534562587738037","2.8534562587738037"
"95306","2.9355309009552","2.9355309009552","2.9355309009552"
"95307","2.9055023193359375","2.9055023193359375","2.9055023193359375"
"95308","2.9275643825531006","2.9275643825531006","2.9275643825531006"
"95309","2.901261329650879","2.901261329650879","2.901261329650879"
"95310","2.8774096965789795","2.8774096965789795","2.8774096965789795"
"95311","2.8560850620269775","2.8560850620269775","2.8560850620269775"
"95312","2.911266326904297","2.911266326904297","2.911266326904297"
"95313","2.8521294593811035","2.8521294593811035","2.8521294593811035"
"95314","2.8535232543945312","2.8535232543945312","2.8535232543945312"
"95315","2.8566532135009766","2.8566532135009766","2.8566532135009766"
"95316","2.8479769229888916","2.8479769229888916","2.8479769229888916"
"95317","2.852090835571289","2.852090835571289","2.852090835571289"
"95318","2.8951056003570557","2.8951056003570557","2.8951056003570557"
"95319","2.905362844467163","2.905362844467163","2.905362844467163"
"95320","2.856846809387207","2.856846809387207","2.856846809387207"
"95321","2.9063239097595215","2.9063239097595215","2.9063239097595215"
"95322","2.879103660583496","2.879103660583496","2.879103660583496"
"95323","2.844890832901001","2.844890832901001","2.844890832901001"
"95324","2.887416124343872","2.887416124343872","2.887416124343872"
"95325","2.873955011367798","2.873955011367798","2.873955011367798"
"95326","2.883303642272949","2.883303642272949","2.883303642272949"
"95327","2.897052526473999","2.897052526473999","2.897052526473999"
"95328","2.888563632965088","2.888563632965088","2.888563632965088"
"95329","2.903019428253174","2.903019428253174","2.903019428253174"
"95330","2.9247193336486816","2.9247193336486816","2.9247193336486816"
"95331","2.8704771995544434","2.8704771995544434","2.8704771995544434"
"95332","2.9013497829437256","2.9013497829437256","2.9013497829437256"
"95333","2.8781614303588867","2.8781614303588867","2.8781614303588867"
"95334","2.902803421020508","2.902803421020508","2.902803421020508"
"95335","2.857060194015503","2.857060194015503","2.857060194015503"
"95336","2.885979652404785","2.885979652404785","2.885979652404785"
"95337","2.876378297805786","2.876378297805786","2.876378297805786"
"95338","2.8669943809509277","2.8669943809509277","2.8669943809509277"
"95339","2.858509063720703","2.858509063720703","2.858509063720703"
"95340","2.860722541809082","2.860722541809082","2.860722541809082"
"95341","2.8991172313690186","2.8991172313690186","2.8991172313690186"
"95342","2.8758292198181152","2.8758292198181152","2.8758292198181152"
"95343","2.8897061347961426","2.8897061347961426","2.8897061347961426"
"95344","2.8928158283233643","2.8928158283233643","2.8928158283233643"
"95345","2.850203514099121","2.850203514099121","2.850203514099121"
"95346","2.8902833461761475","2.8902833461761475","2.8902833461761475"
"95347","2.9086954593658447","2.9086954593658447","2.9086954593658447"
"95348","2.897433280944824","2.897433280944824","2.897433280944824"
"95349","2.909665822982788","2.909665822982788","2.909665822982788"
"95350","2.9176454544067383","2.9176454544067383","2.9176454544067383"
"95351","2.8816704750061035","2.8816704750061035","2.8816704750061035"
"95352","2.8618216514587402","2.8618216514587402","2.8618216514587402"
"95353","2.8916268348693848","2.8916268348693848","2.8916268348693848"
"95354","2.875703811645508","2.875703811645508","2.875703811645508"
"95355","2.900956630706787","2.900956630706787","2.900956630706787"
"95356","2.8438267707824707","2.8438267707824707","2.8438267707824707"
"95357","2.8617725372314453","2.8617725372314453","2.8617725372314453"
"95358","2.8979055881500244","2.8979055881500244","2.8979055881500244"
"95359","2.8893117904663086","2.8893117904663086","2.8893117904663086"
"95360","2.918941020965576","2.918941020965576","2.918941020965576"
"95361","2.840266227722168","2.840266227722168","2.840266227722168"
"95362","2.8556933403015137","2.8556933403015137","2.8556933403015137"
"95363","2.8430256843566895","2.8430256843566895","2.8430256843566895"
"95364","2.8460941314697266","2.8460941314697266","2.8460941314697266"
"95365","2.877880096435547","2.877880096435547","2.877880096435547"
"95366","2.8824031352996826","2.8824031352996826","2.8824031352996826"
"95367","2.8304836750030518","2.8304836750030518","2.8304836750030518"
"95368","2.9086859226226807","2.9086859226226807","2.9086859226226807"
"95369","2.9086546897888184","2.9086546897888184","2.9086546897888184"
"95370","2.865872621536255","2.865872621536255","2.865872621536255"
"95371","2.8772201538085938","2.8772201538085938","2.8772201538085938"
"95372","2.882770299911499","2.882770299911499","2.882770299911499"
"95373","2.8844153881073","2.8844153881073","2.8844153881073"
"95374","2.900371551513672","2.900371551513672","2.900371551513672"
"95375","2.888720989227295","2.888720989227295","2.888720989227295"
"95376","2.8232603073120117","2.8232603073120117","2.8232603073120117"
"95377","2.85897159576416","2.85897159576416","2.85897159576416"
"95378","2.8803844451904297","2.8803844451904297","2.8803844451904297"
"95379","2.8602027893066406","2.8602027893066406","2.8602027893066406"
"95380","2.894322156906128","2.894322156906128","2.894322156906128"
"95381","2.89219331741333","2.89219331741333","2.89219331741333"
"95382","2.879842758178711","2.879842758178711","2.879842758178711"
"95383","2.860893726348877","2.860893726348877","2.860893726348877"
"95384","2.865875005722046","2.865875005722046","2.865875005722046"
"95385","2.8919854164123535","2.8919854164123535","2.8919854164123535"
"95386","2.870850086212158","2.870850086212158","2.870850086212158"
"95387","2.86995267868042","2.86995267868042","2.86995267868042"
"95388","2.84439754486084","2.84439754486084","2.84439754486084"
"95389","2.881253719329834","2.881253719329834","2.881253719329834"
"95390","2.9139740467071533","2.9139740467071533","2.9139740467071533"
"95391","2.901132345199585","2.901132345199585","2.901132345199585"
"95392","2.936488628387451","2.936488628387451","2.936488628387451"
"95393","2.8869640827178955","2.8869640827178955","2.8869640827178955"
"95394","2.886030435562134","2.886030435562134","2.886030435562134"
"95395","2.89843487739563","2.89843487739563","2.89843487739563"
"95396","2.848339080810547","2.848339080810547","2.848339080810547"
"95397","2.8766016960144043","2.8766016960144043","2.8766016960144043"
"95398","2.901750326156616","2.901750326156616","2.901750326156616"
"95399","2.880093812942505","2.880093812942505","2.880093812942505"
"95400","2.927987575531006","2.927987575531006","2.927987575531006"
"95401","2.9605655670166016","2.9605655670166016","2.9605655670166016"
"95402","2.8691864013671875","2.8691864013671875","2.8691864013671875"
"95403","2.8791096210479736","2.8791096210479736","2.8791096210479736"
"95404","2.890162467956543","2.890162467956543","2.890162467956543"
"95405","2.905975103378296","2.905975103378296","2.905975103378296"
"95406","2.862401008605957","2.862401008605957","2.862401008605957"
"95407","2.872192859649658","2.872192859649658","2.872192859649658"
"95408","2.9274086952209473","2.9274086952209473","2.9274086952209473"
"95409","2.897482395172119","2.897482395172119","2.897482395172119"
"95410","2.8882856369018555","2.8882856369018555","2.8882856369018555"
"95411","2.9326884746551514","2.9326884746551514","2.9326884746551514"
"95412","2.8815925121307373","2.8815925121307373","2.8815925121307373"
"95413","2.880157947540283","2.880157947540283","2.880157947540283"
"95414","2.8700597286224365","2.8700597286224365","2.8700597286224365"
"95415","2.8367133140563965","2.8367133140563965","2.8367133140563965"
"95416","2.8966405391693115","2.8966405391693115","2.8966405391693115"
"95417","2.837914228439331","2.837914228439331","2.837914228439331"
"95418","2.8525750637054443","2.8525750637054443","2.8525750637054443"
"95419","2.915942907333374","2.915942907333374","2.915942907333374"
"95420","2.935859441757202","2.935859441757202","2.935859441757202"
"95421","2.8896522521972656","2.8896522521972656","2.8896522521972656"
"95422","2.873532295227051","2.873532295227051","2.873532295227051"
"95423","2.909472942352295","2.909472942352295","2.909472942352295"
"95424","2.897771120071411","2.897771120071411","2.897771120071411"
"95425","2.883378267288208","2.883378267288208","2.883378267288208"
"95426","2.875779867172241","2.875779867172241","2.875779867172241"
"95427","2.87776517868042","2.87776517868042","2.87776517868042"
"95428","2.8858747482299805","2.8858747482299805","2.8858747482299805"
"95429","2.840939521789551","2.840939521789551","2.840939521789551"
"95430","2.851106882095337","2.851106882095337","2.851106882095337"
"95431","2.8821640014648438","2.8821640014648438","2.8821640014648438"
"95432","2.859459400177002","2.859459400177002","2.859459400177002"
"95433","2.9084677696228027","2.9084677696228027","2.9084677696228027"
"95434","2.8975296020507812","2.8975296020507812","2.8975296020507812"
"95435","2.8932504653930664","2.8932504653930664","2.8932504653930664"
"95436","2.895287036895752","2.895287036895752","2.895287036895752"
"95437","2.8649537563323975","2.8649537563323975","2.8649537563323975"
"95438","2.895765781402588","2.895765781402588","2.895765781402588"
"95439","2.8710923194885254","2.8710923194885254","2.8710923194885254"
"95440","2.8701093196868896","2.8701093196868896","2.8701093196868896"
"95441","2.8817903995513916","2.8817903995513916","2.8817903995513916"
"95442","2.9380366802215576","2.9380366802215576","2.9380366802215576"
"95443","2.8426756858825684","2.8426756858825684","2.8426756858825684"
"95444","2.8862926959991455","2.8862926959991455","2.8862926959991455"
"95445","2.849003791809082","2.849003791809082","2.849003791809082"
"95446","2.9053783416748047","2.9053783416748047","2.9053783416748047"
"95447","2.8876466751098633","2.8876466751098633","2.8876466751098633"
"95448","2.8899712562561035","2.8899712562561035","2.8899712562561035"
