model,checkpoint,task,fewshot,acc,acc_stderr
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_0,16,1.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_1,16,0.34,0.06767268161329719
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_2,16,0.02,0.019999999999999983
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_3,16,0.02,0.019999999999999983
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_4,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_5,16,0.02,0.02
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_6,16,0.04,0.027994168488950606
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_7,16,0.04,0.027994168488950616
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_8,16,0.02,0.02
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_9,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_10,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_11,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_12,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_13,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_14,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_15,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_16,16,0.02,0.02
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_17,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_18,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_19,16,0.02,0.02
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_20,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_21,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_22,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_23,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_24,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_25,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_26,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_27,16,0.02,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_28,16,0.02,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_29,16,0.02,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_30,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_31,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_32,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_33,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_34,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_35,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_36,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_37,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_38,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_39,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_40,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_41,16,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_42,16,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_43,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_44,16,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_45,16,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_46,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_47,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_48,16,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_49,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_50,16,0.02,0.019999999999999983
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_51,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_52,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_53,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_54,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_55,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_56,16,0.04,0.027994168488950623
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_57,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_58,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_59,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_60,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_61,16,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_62,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_63,16,0.02,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_64,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_65,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_66,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_67,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_68,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_69,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_70,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_71,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_72,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_73,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_74,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_75,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_76,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_77,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_78,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_79,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_80,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_81,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_82,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_83,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_84,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_85,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_86,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_87,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_88,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_89,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_90,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_91,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_92,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_93,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_94,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_95,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_96,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_97,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_98,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_99,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_0,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_1,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_2,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_3,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_4,16,0.04,0.027994168488950606
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_5,16,0.04,0.027994168488950616
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_6,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_7,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_8,16,0.1,0.04285714285714285
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_9,16,0.04,0.027994168488950602
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_10,16,0.04,0.027994168488950616
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_11,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_12,16,0.1,0.04285714285714284
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_13,16,0.08,0.03875617133214441
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_14,16,0.06,0.033926691677251195
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_15,16,0.04,0.027994168488950623
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_16,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_17,16,0.04,0.027994168488950616
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_18,16,0.04,0.027994168488950606
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_19,16,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_20,16,0.06,0.033926691677251195
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_21,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_22,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_23,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_24,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_25,16,0.02,0.019999999999999983
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_26,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_27,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_28,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_29,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_30,16,0.06,0.033926691677251195
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_31,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_32,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_33,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_34,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_35,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_36,16,0.04,0.027994168488950616
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_37,16,0.04,0.027994168488950612
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_38,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_39,16,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_40,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_41,16,0.02,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_42,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_43,16,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_44,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_45,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_46,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_47,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_48,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_49,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_50,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_51,16,0.04,0.027994168488950606
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_52,16,0.08,0.03875617133214441
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_53,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_54,16,0.04,0.027994168488950612
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_55,16,0.04,0.027994168488950616
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_56,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_57,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_58,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_59,16,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_60,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_61,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_62,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_63,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_64,16,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_65,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_66,16,0.02,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_67,16,0.04,0.027994168488950623
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_68,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_69,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_70,16,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_71,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_72,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_73,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_74,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_75,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_76,16,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_77,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_78,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_79,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_80,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_81,16,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_82,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_83,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_84,16,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_85,16,0.04,0.027994168488950612
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_86,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_87,16,0.06,0.033926691677251195
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_88,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_89,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_90,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_91,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_92,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_93,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_94,16,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_95,16,0.06,0.0339266916772512
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_96,16,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_97,16,0.06,0.033926691677251195
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_98,16,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_addition_99,16,0.02,0.019999999999999983
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_0,8,0.98,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_1,8,0.32,0.06663945022680343
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_2,8,0.02,0.019999999999999993
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_3,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_4,8,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_5,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_6,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_7,8,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_8,8,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_9,8,0.04,0.027994168488950623
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_10,8,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_11,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_12,8,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_13,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_14,8,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_15,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_16,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_17,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_18,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_19,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_20,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_21,8,0.02,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_22,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_23,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_24,8,0.02,0.01999999999999998
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_25,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_26,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_27,8,0.02,0.01999999999999999
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_28,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_29,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_30,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_31,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_32,8,0.04,0.02799416848895062
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_33,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_34,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_35,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_36,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_37,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_38,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_39,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_40,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_41,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_42,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_43,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_44,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_45,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_46,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_47,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_48,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_49,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_50,8,0.02,0.019999999999999987
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_51,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_52,8,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_53,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_54,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_55,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_56,8,0.02,0.019999999999999976
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_57,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_58,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_59,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_60,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_61,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_62,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_63,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_64,8,0.0,0.0
EleutherAI/pythia-13b-deduped,13000,num_reasoning_arithmetic_multiplication_65,8,0.0,0.0
